N_OBS_CELL,GRID_ID,CORAL,MACRO,CCA,ISLAND
1,421,8,56,2,KAU


0,422,0,0,0,KAU


1,423,2,56,8,KAU


0,424,0,0,0,KAU


1,425,8,56,15,KAU


0,426,0,0,0,KAU


1,427,8,56,25,KAU


0,428,0,0,0,KAU


1,429,8,69,15,KAU


0,430,0,0,0,KAU


1,431,8,69,8,KAU


1,432,8,88,2,KAU


0,433,0,0,0,KAU


1,434,2,25,2,KAU


0,435,0,0,0,KAU


1,436,2,35,0,KAU


0,437,0,0,0,KAU


0,438,0,0,0,KAU


1,439,2,25,0,KAU


0,440,0,0,0,KAU


1,441,2,25,0,KAU


0,442,0,0,0,KAU


1,443,2,15,0,KAU


0,444,0,0,0,KAU


1,445,2,15,0,KAU


0,446,0,0,0,KAU


1,447,2,56,0,KAU


1,447,2,25,0,KAU


0,448,0,0,0,KAU


0,449,0,0,0,KAU


1,450,2,35,2,KAU


1,450,2,15,0,KAU


0,451,0,0,0,KAU


1,452,8,2,8,KAU


1,452,8,8,0,KAU


0,453,0,0,0,KAU


1,454,8,2,8,KAU


0,455,0,0,0,KAU


1,456,0,0,0,KAU


0,457,0,0,0,KAU


0,458,0,0,0,KAU


0,459,0,0,0,KAU


0,460,0,0,0,KAU


0,461,0,0,0,KAU


0,462,0,0,0,KAU


0,463,0,0,0,KAU


0,464,0,0,0,KAU


0,465,0,0,0,KAU


0,466,0,0,0,KAU


0,467,0,0,0,KAU


0,468,0,0,0,KAU


0,469,0,0,0,KAU


0,470,0,0,0,KAU


0,471,0,0,0,KAU


0,472,0,0,0,KAU


0,473,0,0,0,KAU


0,474,0,0,0,KAU


0,475,0,0,0,KAU


0,476,0,0,0,KAU


1,477,0,2,0,KAU


0,478,0,0,0,KAU


0,479,0,0,0,KAU


1,480,0,0,0,KAU


1,481,8,8,0,KAU


1,482,8,8,0,KAU


0,483,0,0,0,KAU


1,484,8,8,0,KAU


0,485,0,0,0,KAU


1,486,8,25,0,KAU


1,487,2,25,0,KAU


0,488,0,0,0,KAU


1,489,8,35,0,KAU


0,490,0,0,0,KAU


1,491,8,15,2,KAU


1,492,2,25,2,KAU


0,493,0,0,0,KAU


0,494,0,0,0,KAU


0,495,0,0,0,KAU


0,496,0,0,0,KAU


0,497,0,0,0,KAU


0,498,0,0,0,KAU


0,499,0,0,0,KAU


0,500,0,0,0,KAU


0,501,0,0,0,KAU


0,502,0,0,0,KAU


0,503,0,0,0,KAU


0,504,0,0,0,KAU


0,505,0,0,0,KAU


0,506,0,0,0,KAU


0,507,0,0,0,KAU


0,508,0,0,0,KAU


0,509,0,0,0,KAU


0,510,0,0,0,KAU


0,511,0,0,0,KAU


0,512,0,0,0,KAU


1,513,2,15,0,KAU


0,514,0,0,0,KAU


1,515,2,15,0,KAU


0,516,0,0,0,KAU


1,517,2,25,0,KAU


0,518,0,0,0,KAU


1,519,2,15,0,KAU


0,520,0,0,0,KAU


1,521,2,15,0,KAU


0,522,0,0,0,KAU


1,523,2,25,0,KAU


0,524,0,0,0,KAU


0,525,0,0,0,KAU


1,526,0,25,0,KAU


0,527,0,0,0,KAU


1,528,0,35,0,KAU


0,529,0,0,0,KAU


0,530,0,0,0,KAU


0,531,0,0,0,KAU


0,532,0,0,0,KAU


0,533,0,0,0,KAU


0,534,0,0,0,KAU


0,535,0,0,0,KAU


0,536,0,0,0,KAU


0,537,0,0,0,KAU


0,538,0,0,0,KAU


0,539,0,0,0,KAU


0,540,0,0,0,KAU


0,541,0,0,0,KAU


0,542,0,0,0,KAU


0,543,0,0,0,KAU


0,544,0,0,0,KAU


0,545,0,0,0,KAU


0,546,0,0,0,KAU


0,547,0,0,0,KAU


1,548,15,15,15,KAU


0,549,0,0,0,KAU


0,550,0,0,0,KAU


1,551,25,8,15,KAU


0,552,0,0,0,KAU


0,553,0,0,0,KAU


1,554,8,15,8,KAU


0,555,0,0,0,KAU


0,556,0,0,0,KAU


1,557,8,56,15,KAU


0,558,0,0,0,KAU


0,559,0,0,0,KAU


1,560,8,45,8,KAU


0,561,0,0,0,KAU


0,562,0,0,0,KAU


1,563,8,15,2,KAU


0,564,0,0,0,KAU


1,565,0,15,2,KAU


0,566,0,0,0,KAU


0,567,0,0,0,KAU


0,568,0,0,0,KAU


0,569,0,0,0,KAU


0,570,0,0,0,KAU


0,571,0,0,0,KAU


0,572,0,0,0,KAU


0,573,0,0,0,KAU


0,574,0,0,0,KAU


0,575,0,0,0,KAU


0,576,0,0,0,KAU


0,577,0,0,0,KAU


0,578,0,0,0,KAU


0,579,0,0,0,KAU


0,580,0,0,0,KAU


0,581,0,0,0,KAU


0,582,0,0,0,KAU


0,583,0,0,0,KAU


0,584,0,0,0,KAU


0,585,0,0,0,KAU


0,586,0,0,0,KAU


0,587,0,0,0,KAU


0,588,0,0,0,KAU


1,589,2,56,2,KAU


1,590,2,56,0,KAU


0,591,0,0,0,KAU


0,592,0,0,0,KAU


1,593,0,0,0,KAU


0,594,0,0,0,KAU


1,595,0,35,0,KAU


0,596,0,0,0,KAU


0,597,0,0,0,KAU


1,598,2,56,0,KAU


0,599,0,0,0,KAU


1,600,8,45,0,KAU


0,601,0,0,0,KAU


0,602,0,0,0,KAU


1,603,2,45,0,KAU


0,604,0,0,0,KAU


1,605,0,15,0,KAU


0,606,0,0,0,KAU


1,607,0,15,0,KAU


0,608,0,0,0,KAU


0,609,0,0,0,KAU


1,610,8,56,0,KAU


0,611,0,0,0,KAU


0,612,0,0,0,KAU


0,613,0,0,0,KAU


0,614,0,0,0,KAU


0,615,0,0,0,KAU


0,616,0,0,0,KAU


0,617,0,0,0,KAU


0,618,0,0,0,KAU


0,619,0,0,0,KAU


0,620,0,0,0,KAU


0,621,0,0,0,KAU


0,622,0,0,0,KAU


0,623,0,0,0,KAU


1,624,8,69,0,KAU


0,625,0,0,0,KAU


1,626,2,88,0,KAU


0,627,0,0,0,KAU


0,628,0,0,0,KAU


1,629,2,45,0,KAU


0,630,0,0,0,KAU


0,631,0,0,0,KAU


1,632,8,88,0,KAU


0,633,0,0,0,KAU


1,634,2,88,0,KAU


0,635,0,0,0,KAU


0,636,0,0,0,KAU


1,637,8,88,0,KAU


0,638,0,0,0,KAU


1,639,8,88,0,KAU


0,640,0,0,0,KAU


0,641,0,0,0,KAU


1,642,2,88,0,KAU


0,643,0,0,0,KAU


1,644,2,88,0,KAU


0,645,0,0,0,KAU


1,646,8,88,0,KAU


0,647,0,0,0,KAU


0,648,0,0,0,KAU


0,649,0,0,0,KAU


0,650,0,0,0,KAU


0,651,0,0,0,KAU


0,652,0,0,0,KAU


0,653,0,0,0,KAU


0,654,0,0,0,KAU


0,655,0,0,0,KAU


0,656,0,0,0,KAU


0,657,0,0,0,KAU


0,658,0,0,0,KAU


0,659,0,0,0,KAU


0,660,0,0,0,KAU


0,661,0,0,0,KAU


0,662,0,0,0,KAU


0,663,0,0,0,KAU


0,664,0,0,0,KAU


0,665,0,0,0,KAU


1,666,0,25,0,KAU


0,667,0,0,0,KAU


0,668,0,0,0,KAU


1,669,2,2,8,KAU


0,670,0,0,0,KAU


1,671,25,2,15,KAU


0,672,0,0,0,KAU


0,673,0,0,0,KAU


1,674,8,2,8,KAU


1,674,2,0,15,KAU


0,675,0,0,0,KAU


1,676,15,0,25,KAU


1,677,8,2,15,KAU


1,677,15,0,15,KAU


0,678,0,0,0,KAU


1,679,15,2,15,KAU


1,679,8,0,15,KAU


0,680,0,0,0,KAU


1,681,8,0,8,KAU


1,682,8,0,15,KAU


1,683,8,0,8,KAU


0,684,0,0,0,KAU


1,685,8,0,2,KAU


1,686,8,2,8,KAU


1,687,8,0,2,KAU


0,688,0,0,0,KAU


1,689,15,0,15,KAU


1,689,2,2,2,KAU


0,690,0,0,0,KAU


1,691,2,8,0,KAU


1,692,2,15,2,KAU


0,693,0,0,0,KAU


0,694,0,0,0,KAU


0,695,0,0,0,KAU


1,696,0,45,2,KAU


1,697,0,35,2,KAU


0,698,0,0,0,KAU


1,699,2,25,8,KAU


0,700,0,0,0,KAU


1,701,2,25,2,KAU


0,702,0,0,0,KAU


1,703,2,15,15,KAU


0,704,0,0,0,KAU


1,705,15,15,25,KAU


1,706,25,2,15,KAU


1,707,25,8,25,KAU


1,708,2,0,8,KAU


1,709,25,15,35,KAU


1,710,2,0,8,KAU


1,711,15,15,25,KAU


0,712,0,0,0,KAU


1,713,8,0,8,KAU


0,714,0,0,0,KAU


0,715,0,0,0,KAU


1,716,0,2,2,KAU


0,717,0,0,0,KAU


0,718,0,0,0,KAU


1,719,2,0,2,KAU


1,720,2,0,0,KAU


1,721,2,2,0,KAU


1,722,8,0,2,KAU


1,723,25,25,0,KAU


1,724,2,2,0,KAU


1,725,2,15,2,KAU


1,725,2,0,0,KAU


1,726,0,2,0,KAU


1,727,2,15,0,KAU


1,727,0,0,0,KAU


0,728,0,0,0,KAU


1,729,0,25,0,KAU


1,729,2,2,0,KAU


1,730,0,0,0,KAU


1,731,0,2,0,KAU


1,731,0,2,0,KAU


1,732,0,0,0,KAU


1,733,0,2,0,KAU


1,734,0,0,0,KAU


1,735,2,0,0,KAU


0,736,0,0,0,KAU


1,737,15,8,0,KAU


1,737,0,0,0,KAU


0,738,0,0,0,KAU


1,739,15,8,2,KAU


1,739,2,2,2,KAU


0,740,0,0,0,KAU


1,741,2,45,2,KAU


1,741,2,0,2,KAU


0,742,0,0,0,KAU


0,743,0,0,0,KAU


0,744,0,0,0,KAU


0,745,0,0,0,KAU


0,746,0,0,0,KAU


0,747,0,0,0,KAU


0,748,0,0,0,KAU


1,749,0,0,0,KAU


1,749,0,0,0,KAU


0,750,0,0,0,KAU


1,751,0,0,8,KAU


1,752,0,0,0,KAU


0,753,0,0,0,KAU


1,754,2,0,8,KAU


1,754,2,0,0,KAU


0,755,0,0,0,KAU


0,756,0,0,0,KAU


1,757,2,0,0,KAU


1,757,0,0,0,KAU


1,758,2,2,8,KAU


1,759,0,2,0,KAU


1,760,2,88,0,KAU


1,760,2,0,0,KAU


1,761,2,2,0,KAU


1,762,8,88,0,KAU


1,762,8,0,0,KAU


1,762,2,0,0,KAU


0,763,0,0,0,KAU


1,764,8,0,0,KAU


1,764,2,2,0,KAU


1,765,15,45,0,KAU


1,766,0,2,0,KAU


1,767,15,56,0,KAU


1,767,2,0,2,KAU


1,768,2,2,0,KAU


1,769,15,45,0,KAU


1,769,2,2,0,KAU


1,770,2,56,0,KAU


1,770,0,0,0,KAU


0,771,0,0,0,KAU


1,772,0,15,0,KAU


1,772,0,2,0,KAU


1,772,0,2,0,KAU


0,773,0,0,0,KAU


1,774,8,45,0,KAU


1,775,2,2,0,KAU


1,776,8,25,0,KAU


0,777,0,0,0,KAU


1,778,15,25,0,KAU


1,778,0,2,0,KAU


0,779,0,0,0,KAU


0,780,0,0,0,KAU


0,781,0,0,0,KAU


0,782,0,0,0,KAU


0,783,0,0,0,KAU


0,784,0,0,0,KAU


0,785,0,0,0,KAU


0,786,0,0,0,KAU


0,787,0,0,0,KAU


0,788,0,0,0,KAU


0,789,0,0,0,KAU


0,790,0,0,0,KAU


0,791,0,0,0,KAU


1,792,0,0,0,KAU


0,793,0,0,0,KAU


1,794,8,2,0,KAU


0,795,0,0,0,KAU


1,796,2,8,2,KAU


1,796,2,8,0,KAU


1,797,2,8,0,KAU


1,798,2,8,0,KAU


1,799,2,15,0,KAU


1,800,0,2,2,KAU


1,801,2,2,0,KAU


1,802,0,2,0,KAU


1,802,0,0,0,KAU


0,803,0,0,0,KAU


1,804,2,2,2,KAU


1,804,0,2,0,KAU


0,805,0,0,0,KAU


1,806,2,15,0,KAU


1,807,2,8,0,KAU


0,808,0,0,0,KAU


1,809,2,8,0,KAU


1,810,2,15,0,KAU


1,811,2,8,0,KAU


1,812,2,15,0,KAU


0,813,0,0,0,KAU


1,814,2,8,15,KAU


0,815,0,0,0,KAU


0,816,0,0,0,KAU


0,817,0,0,0,KAU


0,818,0,0,0,KAU


0,819,0,0,0,KAU


0,820,0,0,0,KAU


0,821,0,0,0,KAU


0,822,0,0,0,KAU


0,823,0,0,0,KAU


0,824,0,0,0,KAU


0,825,0,0,0,KAU


0,826,0,0,0,KAU


0,827,0,0,0,KAU


0,828,0,0,0,KAU


1,829,8,56,8,KAU


0,830,0,0,0,KAU


1,831,0,8,0,KAU


0,832,0,0,0,KAU


1,833,2,2,0,KAU


0,834,0,0,0,KAU


0,835,0,0,0,KAU


1,836,0,2,0,KAU


0,837,0,0,0,KAU


1,838,2,25,15,KAU


0,839,0,0,0,KAU


1,840,2,8,2,KAU


0,841,0,0,0,KAU


1,842,0,2,2,KAU


0,843,0,0,0,KAU


1,844,8,45,8,KAU


0,845,0,0,0,KAU


1,846,8,56,15,KAU


0,847,0,0,0,KAU


1,848,2,8,2,KAU


0,849,0,0,0,KAU


0,850,0,0,0,KAU


0,851,0,0,0,KAU


0,852,0,0,0,KAU


0,853,0,0,0,KAU


0,854,0,0,0,KAU


0,855,0,0,0,KAU


0,856,0,0,0,KAU


0,857,0,0,0,KAU


1,858,2,0,0,KAU


1,859,8,0,0,KAU


1,859,8,2,8,KAU


0,860,0,0,0,KAU


0,861,0,0,0,KAU


1,862,8,8,0,KAU


1,862,8,2,8,KAU


0,863,0,0,0,KAU


1,864,2,15,0,KAU


1,864,8,2,15,KAU


0,865,0,0,0,KAU


1,866,8,2,8,KAU


1,867,8,8,0,KAU


1,868,8,88,0,KAU


1,868,8,2,8,KAU


1,869,8,8,0,KAU


1,870,15,88,0,KAU


1,870,15,25,8,KAU


1,871,15,2,0,KAU


1,872,8,8,2,KAU


1,873,8,0,0,KAU


1,873,0,15,0,KAU


1,874,0,0,0,KAU


1,875,15,45,0,KAU


1,876,8,2,0,KAU


1,876,15,0,8,KAU


1,877,25,88,0,KAU


1,878,15,8,0,KAU


1,878,15,0,8,KAU


0,879,0,0,0,KAU


0,880,0,0,0,KAU


0,881,0,0,0,KAU


0,882,0,0,0,KAU


0,883,0,0,0,KAU


0,884,0,0,0,KAU


0,885,0,0,0,KAU


0,886,0,0,0,KAU


0,887,0,0,0,KAU


0,888,0,0,0,KAU


0,889,0,0,0,KAU


0,890,0,0,0,KAU


0,891,0,0,0,KAU


0,892,0,0,0,KAU


0,893,0,0,0,KAU


0,894,0,0,0,KAU


0,895,0,0,0,KAU


0,896,0,0,0,KAU


0,897,0,0,0,KAU


0,898,0,0,0,KAU


0,899,0,0,0,KAU


0,900,0,0,0,KAU


0,901,0,0,0,KAU


0,902,0,0,0,KAU


0,903,0,0,0,KAU


0,904,0,0,0,KAU


0,905,0,0,0,KAU


0,906,0,0,0,KAU


0,907,0,0,0,KAU


0,908,0,0,0,KAU


0,909,0,0,0,KAU


0,910,0,0,0,KAU


0,911,0,0,0,KAU


0,912,0,0,0,KAU


0,913,0,0,0,KAU


1,914,8,15,2,KAU


0,915,0,0,0,KAU


1,916,8,35,2,KAU


1,917,2,15,0,KAU


0,918,0,0,0,KAU


1,919,8,35,2,KAU


1,920,2,69,0,KAU


1,920,8,15,0,KAU


1,921,8,25,2,KAU


1,922,15,45,0,KAU


1,922,2,25,0,KAU


0,923,0,0,0,KAU


1,924,2,35,0,KAU


1,924,8,25,2,KAU


1,925,8,25,0,KAU


1,926,2,69,0,KAU


1,927,8,35,2,KAU


1,928,2,45,0,KAU


1,928,8,15,0,KAU


0,929,0,0,0,KAU


1,930,8,8,8,KAU


1,930,2,15,0,KAU


1,931,15,45,2,KAU


0,932,0,0,0,KAU


1,933,8,35,8,KAU


1,933,8,15,8,KAU


1,933,2,25,0,KAU


0,934,0,0,0,KAU


1,935,2,35,2,KAU


1,935,2,15,8,KAU


1,935,2,15,0,KAU


0,936,0,0,0,KAU


1,937,15,45,2,KAU


1,937,2,15,15,KAU


1,938,8,15,2,KAU


1,939,8,35,2,KAU


1,940,15,35,0,KAU


0,941,0,0,0,KAU


0,942,0,0,0,KAU


0,943,0,0,0,KAU


0,944,0,0,0,KAU


0,945,0,0,0,KAU


0,946,0,0,0,KAU


0,947,0,0,0,KAU


0,948,0,0,0,KAU


0,949,0,0,0,KAU


0,950,0,0,0,KAU


0,951,0,0,0,KAU


0,952,0,0,0,KAU


0,953,0,0,0,KAU


0,954,0,0,0,KAU


0,955,0,0,0,KAU


0,956,0,0,0,KAU


0,957,0,0,0,KAU


0,958,0,0,0,KAU


0,959,0,0,0,KAU


0,960,0,0,0,KAU


0,961,0,0,0,KAU


0,962,0,0,0,KAU


0,963,0,0,0,KAU


0,964,0,0,0,KAU


0,965,0,0,0,KAU


0,966,0,0,0,KAU


0,967,0,0,0,KAU


0,968,0,0,0,KAU


0,969,0,0,0,KAU


0,970,0,0,0,KAU


1,971,0,45,0,KAU


0,972,0,0,0,KAU


1,973,8,56,8,KAU


0,974,0,0,0,KAU


1,975,8,45,2,KAU


0,976,0,0,0,KAU


1,977,8,35,2,KAU


0,978,0,0,0,KAU


0,979,0,0,0,KAU


0,980,0,0,0,KAU


0,981,0,0,0,KAU


0,982,0,0,0,KAU


0,983,0,0,0,KAU


0,984,0,0,0,KAU


0,985,0,0,0,KAU


0,986,0,0,0,KAU


0,987,0,0,0,KAU


0,988,0,0,0,KAU


0,989,0,0,0,KAU


0,990,0,0,0,KAU


0,991,0,0,0,KAU


0,992,0,0,0,KAU


0,993,0,0,0,KAU


0,994,0,0,0,KAU


0,995,0,0,0,KAU


0,996,0,0,0,KAU


0,997,0,0,0,KAU


0,998,0,0,0,KAU


0,999,0,0,0,KAU


0,1000,0,0,0,KAU


0,1001,0,0,0,KAU


0,1002,0,0,0,KAU


0,1003,0,0,0,KAU


0,1004,0,0,0,KAU


0,1005,0,0,0,KAU


0,1006,0,0,0,KAU


0,1007,0,0,0,KAU


0,1008,0,0,0,KAU


0,1009,0,0,0,KAU


0,1010,0,0,0,KAU


0,1011,0,0,0,KAU


0,1012,0,0,0,KAU


0,1013,0,0,0,KAU


0,1014,0,0,0,KAU


0,1015,0,0,0,KAU


0,1016,0,0,0,KAU


0,1017,0,0,0,KAU


0,1018,0,0,0,KAU


0,1019,0,0,0,KAU


0,1020,0,0,0,KAU


0,1021,0,0,0,KAU


0,1022,0,0,0,KAU


0,1023,0,0,0,KAU


0,1024,0,0,0,KAU


0,1025,0,0,0,KAU


0,1026,0,0,0,KAU


0,1027,0,0,0,KAU


0,1028,0,0,0,KAU


0,1029,0,0,0,KAU


0,1030,0,0,0,KAU


0,1031,0,0,0,KAU


0,1032,0,0,0,KAU


0,1033,0,0,0,KAU


0,1034,0,0,0,KAU


0,1035,0,0,0,KAU


0,1036,0,0,0,KAU


1,1037,2,56,0,KAU


0,1038,0,0,0,KAU


1,1039,0,15,0,KAU


0,1040,0,0,0,KAU


1,1041,0,2,0,KAU


0,1042,0,0,0,KAU


1,1043,0,0,0,KAU


0,1044,0,0,0,KAU


0,1045,0,0,0,KAU


1,1046,0,35,0,KAU


1,1047,8,88,0,KAU


0,1048,0,0,0,KAU


0,1049,0,0,0,KAU


0,1050,0,0,0,KAU


0,1051,0,0,0,KAU


0,1052,0,0,0,KAU


0,1053,0,0,0,KAU


0,1054,0,0,0,KAU


0,1055,0,0,0,KAU


0,1056,0,0,0,KAU


0,1057,0,0,0,KAU


0,1058,0,0,0,KAU


0,1059,0,0,0,KAU


0,1060,0,0,0,KAU


0,1061,0,0,0,KAU


0,1062,0,0,0,KAU


0,1063,0,0,0,KAU


0,1064,0,0,0,KAU


0,1065,0,0,0,KAU


0,1066,0,0,0,KAU


0,1067,0,0,0,KAU


0,1068,0,0,0,KAU


0,1069,0,0,0,KAU


1,1070,2,56,0,KAU


0,1071,0,0,0,KAU


1,1072,2,88,0,KAU


0,1073,0,0,0,KAU


1,1074,2,88,0,KAU


0,1075,0,0,0,KAU


0,1076,0,0,0,KAU


0,1077,0,0,0,KAU


0,1078,0,0,0,KAU


0,1079,0,0,0,KAU


0,1080,0,0,0,KAU


0,1081,0,0,0,KAU


0,1082,0,0,0,KAU


0,1083,0,0,0,KAU


0,1084,0,0,0,KAU


0,1085,0,0,0,KAU


0,1086,0,0,0,KAU


0,1087,0,0,0,KAU


0,1088,0,0,0,KAU


0,1089,0,0,0,KAU


0,1090,0,0,0,KAU


0,1091,0,0,0,KAU


0,1092,0,0,0,KAU


0,1093,0,0,0,KAU


0,1094,0,0,0,KAU


0,1095,0,0,0,KAU


0,1096,0,0,0,KAU


0,1097,0,0,0,KAU


0,1098,0,0,0,KAU


0,1099,0,0,0,KAU


0,1100,0,0,0,KAU


0,1101,0,0,0,KAU


0,1102,0,0,0,KAU


1,1103,0,0,0,KAU


0,1104,0,0,0,KAU


1,1105,0,0,0,KAU


1,1106,0,0,0,KAU


0,1107,0,0,0,KAU


0,1108,0,0,0,KAU


1,1109,0,0,0,KAU


0,1110,0,0,0,KAU


1,1111,0,0,0,KAU


0,1112,0,0,0,KAU


1,1113,0,0,0,KAU


0,1114,0,0,0,KAU


1,1115,0,0,0,KAU


0,1116,0,0,0,KAU


1,1117,0,0,0,KAU


0,1118,0,0,0,KAU


1,1119,0,0,0,KAU


0,1120,0,0,0,KAU


1,1121,0,0,0,KAU


0,1122,0,0,0,KAU


0,1123,0,0,0,KAU


0,1124,0,0,0,KAU


0,1125,0,0,0,KAU


0,1126,0,0,0,KAU


0,1127,0,0,0,KAU


0,1128,0,0,0,KAU


0,1129,0,0,0,KAU


0,1130,0,0,0,KAU


0,1131,0,0,0,KAU


0,1132,0,0,0,KAU


0,1133,0,0,0,KAU


0,1134,0,0,0,KAU


0,1135,0,0,0,KAU


0,1136,0,0,0,KAU


0,1137,0,0,0,KAU


0,1138,0,0,0,KAU


0,1139,0,0,0,KAU


0,1140,0,0,0,KAU


0,1141,0,0,0,KAU


0,1142,0,0,0,KAU


0,1143,0,0,0,KAU


0,1144,0,0,0,KAU


0,1145,0,0,0,KAU


0,1146,0,0,0,KAU


0,1147,0,0,0,KAU


0,1148,0,0,0,KAU


0,1149,0,0,0,KAU


0,1150,0,0,0,KAU


0,1151,0,0,0,KAU


0,1152,0,0,0,KAU


1,1153,0,35,0,KAU


0,1154,0,0,0,KAU


1,1155,0,45,0,KAU


0,1156,0,0,0,KAU


1,1157,2,35,0,KAU


0,1158,0,0,0,KAU


0,1159,0,0,0,KAU


1,1160,0,35,0,KAU


0,1161,0,0,0,KAU


1,1162,0,35,0,KAU


0,1163,0,0,0,KAU


1,1164,2,56,0,KAU


0,1165,0,0,0,KAU


1,1166,2,45,2,KAU


0,1167,0,0,0,KAU


1,1168,0,45,0,KAU


0,1169,0,0,0,KAU


1,1170,0,25,0,KAU


0,1171,0,0,0,KAU


1,1172,0,35,0,KAU


0,1173,0,0,0,KAU


0,1174,0,0,0,KAU


0,1175,0,0,0,KAU


0,1176,0,0,0,KAU


0,1177,0,0,0,KAU


0,1178,0,0,0,KAU


0,1179,0,0,0,KAU


0,1180,0,0,0,KAU


0,1181,0,0,0,KAU


0,1182,0,0,0,KAU


0,1183,0,0,0,KAU


0,1184,0,0,0,KAU


0,1185,0,0,0,KAU


0,1186,0,0,0,KAU


0,1187,0,0,0,KAU


0,1188,0,0,0,KAU


0,1189,0,0,0,KAU


0,1190,0,0,0,KAU


0,1191,0,0,0,KAU


0,1192,0,0,0,KAU


0,1193,0,0,0,KAU


0,1194,0,0,0,KAU


0,1195,0,0,0,KAU


0,1196,0,0,0,KAU


0,1197,0,0,0,KAU


0,1198,0,0,0,KAU


0,1199,0,0,0,KAU


0,1200,0,0,0,KAU


0,1201,0,0,0,KAU


0,1202,0,0,0,KAU


0,1203,0,0,0,KAU


0,1204,0,0,0,KAU


0,1205,0,0,0,KAU


0,1206,0,0,0,KAU


0,1207,0,0,0,KAU


0,1208,0,0,0,KAU


0,1209,0,0,0,KAU


0,1210,0,0,0,KAU


0,1211,0,0,0,KAU


0,1212,0,0,0,KAU


0,1213,0,0,0,KAU


0,1214,0,0,0,KAU


0,1215,0,0,0,KAU


0,1216,0,0,0,KAU


0,1217,0,0,0,KAU


0,1218,0,0,0,KAU


0,1219,0,0,0,KAU


0,1220,0,0,0,KAU


0,1221,0,0,0,KAU


0,1222,0,0,0,KAU


0,1223,0,0,0,KAU


0,1224,0,0,0,KAU


0,1225,0,0,0,KAU


0,1226,0,0,0,KAU


0,1227,0,0,0,KAU


0,1228,0,0,0,KAU


0,1229,0,0,0,KAU


0,1230,0,0,0,KAU


